,,s1,e1,s2,e2,s3,e3,s4,e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6GcWazoJfHc,http://youtube.com/watch?v=6GcWazoJfHc,,,,,,,,,2020-05-15T08:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"・\・peko vs ・ｰ・・｣ｮ・・ｮ・ｮｴ"" ・､ｧ・・ｪ・ｺ・・・ｸ 5/18(SAT)//31(SAT",4919,70,1,0,21,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZgab1JgCA4,http://youtube.com/watch?v=BZgab1JgCA4,,,,,,,,,2020-06-07T08:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""GOLBY vs SHAMA-ZO"" UMB2019 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/30(SAT)",5457,99,2,0,44,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hVPRfXG009o,http://youtube.com/watch?v=hVPRfXG009o,,,,,,,,,2019-12-29T08:00:11Z,UCLn8FintdYEDCSK6HaX5Q4g,"""ERONE vs NONKEY"" UMB 2009 GRAND CHAMPIONSHIP 12/26(・・・)",19804,197,6,0,58,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e6sDr0fWao,http://youtube.com/watch?v=5e6sDr0fWao,,,,,,,,,2020-04-09T09:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｹ・・・・・・・・ｭ・・ｳ vs RYOTA""・・・・ｺ・・・ｸ 7/6 (SUN)11(SAT))SAT)",5488,104,0,0,22,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3CY_J76Z-vY,http://youtube.com/watch?v=3CY_J76Z-vY,,,,,,,,,2020-03-28T09:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""FEIDA-WAN vs GOTIT"" FULL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE)",14107,191,2,0,87,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NgIOOeFiJ4g,http://youtube.com/watch?v=NgIOOeFiJ4g,,,,,,,,,2017-12-14T19:00:19Z,UCLn8FintdYEDCSK6HaX5Q4g,MC・・・・・・・・ｬ・・ｪ a.k.a. ・ｵ､・・・・ｨｲ・ｦｻ - ・\・GET UP・\・ Music Video # MC・・・・・ｬ・・ｪ #MV #umb,94207,1253,73,0,197,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pDf8B9jNN00,http://youtube.com/watch?v=pDf8B9jNN00,,,,,,,,,2020-03-14T09:00:14Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC・・ｾ・ｳｶ vs ・・・""HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE)) MC・・",31782,440,7,0,118,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oWpvG7nHmcQ,http://youtube.com/watch?v=oWpvG7nHmcQ,,,,,,,,,2019-12-10T06:02:48Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｩ・・ｲ vs Bluek""2018 ・ｺｬ・・ｽ・ｺ・・・ｸ 11/23(FRI)PP 1",8306,102,2,0,32,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,http://youtube.com/watch?v=-zL6GtjsAb4,,,,,,,,,2020-02-08T09:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"・\・・・・・・｣・・ｳ・・・・・ｫ・・ｻ・・ｲ・\・・・ｰ10・ｸ・・ｺｺ・ｪ・・?ｴ・・ｫ・・・・ｬ・!!・\・""ｦｻ "" FULL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE)",25607,404,9,0,131,"2020/07/09 20:24
4bzIC8mwIPQ",http://youtube.com/watch?v=4bzIC8mwIPQ,,,,,,,,,2020-06-26T10:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""NAIKA MC vs D D S"" UMB2018 THE CHOICE IS YOURS FULL HD 3/20(TUE)",13928,212,8,0,101,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U50wc2CXGMc,http://youtube.com/watch?v=U50wc2CXGMc,,,,,,,,,2020-03-27T08:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・・・・・ vs SAM""・?・・・ｨ・ｺ・・・ｸ  7/15(SAT))L HD 3/2",7411,179,2,0,31,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lFfhuY-7oc0,http://youtube.com/watch?v=lFfhuY-7oc0,,,,,,,,,2020-04-04T10:00:30Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｻ・・・ｿ vs ・ｼ・IVA""HD UMB2017 THE CHOICE IS YOURS 3/27(MON))  MC・",11239,172,3,0,52,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUjNrBzjQvQ,http://youtube.com/watch?v=ZUjNrBzjQvQ,,,,,,,,,2020-04-29T10:00:35Z,UCLn8FintdYEDCSK6HaX5Q4g,ULTIMATE BATTLE MIX Vol.2,59105,877,19,0,490,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mxgBdcyF9kc,http://youtube.com/watch?v=mxgBdcyF9kc,,,,,,,,,2020-05-09T09:00:31Z,UCLn8FintdYEDCSK6HaX5Q4g,"""RACK vs Siva"" FULL HD UMB2016 GRAND CHAMPIONSHIP 12/30(FRI)",22406,356,9,0,259,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h01tP5uf7Y0,http://youtube.com/watch?v=h01tP5uf7Y0,,,,,,,,,2020-02-24T08:00:16Z,UCLn8FintdYEDCSK6HaX5Q4g,"""T-STONE vs MC・・・・・・・・ｬ・・ｪ""MB2017 GRAND CHAMPIONSHIP 12/30(・・・)・・・・ｬ・・ｪa.",44633,502,13,0,209,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L_C5Vl5E6cc,http://youtube.com/watch?v=L_C5Vl5E6cc,,,,,,,,,2020-06-18T08:00:05Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｮｴ・・・ vc MC・・・・・・・・ｬ・・ｪ a.k.a ・ｵ､・・・・ｨｲ・ｦｻ""ｸ 11/30(SAT)・・・ｪa.k.a・ｵ､・・・・ｨｲ・ｦ",4998,72,2,0,34,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i6JSuNSSeuY,http://youtube.com/watch?v=i6JSuNSSeuY,,,,,,,,,2014-12-07T15:19:40Z,UCLn8FintdYEDCSK6HaX5Q4g,2014 UMB ・・ｱ・ｺｬ・ｺ・・・ｸ DLSAMPLE,229551,617,11,0,83,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTCds803Dg8,http://youtube.com/watch?v=LTCds803Dg8,,,,,,,,,2020-06-16T08:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""JAYPAY vs GOLBY"" UMB2019 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/30(SAT)",5862,87,2,0,60,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xD8l6ouSKS4,http://youtube.com/watch?v=xD8l6ouSKS4,,,,,,,,,2020-03-30T08:00:30Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2011 ・・ｼ・・・・ｺ・・・ｸ  ・ｴ・・・ｲ vs ・・・・・・・・ｾ,9420,145,1,0,62,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B6DwtCahWw,http://youtube.com/watch?v=6B6DwtCahWw,,,,,,,,,2019-12-29T03:01:17Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB 2019 GRAND CHAMPIONSHIP  Authority Free Style with ・・?・・ｼ・・ｲ・・ｼ,107185,1337,26,0,282,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K5IN-9pAkrk,http://youtube.com/watch?v=K5IN-9pAkrk,,,,,,,,,2020-04-04T09:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""T-STONE vs O.G.K"" FULL HD UMB2018 GRAND CHAMPIONSHIP 12/30(SUN)",18837,273,2,0,69,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObK11z8RPZ4,http://youtube.com/watch?v=ObK11z8RPZ4,,,,,,,,,2020-03-13T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｰ・・ｱ?・ｽ・・ｮ・ vs ・・・・ｬ｡・・・MIC""ｬ・ｺ・・・ｸ 11/18(SAT))))・ｼ11/30(SAT",7582,112,2,0,23,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n_4I3pqMKKY,http://youtube.com/watch?v=n_4I3pqMKKY,,,,,,,,,2020-05-16T10:00:22Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MAD ASH vs ・・ｭ・・ｼ・・・""D UMB2016 GRAND CHAMPIONSHIP 12/30(FRI))/30(SA",9269,140,4,0,72,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ltJT_OIPx7s,http://youtube.com/watch?v=ltJT_OIPx7s,,,,,,,,,2020-06-08T08:00:24Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｦ・・\ｪ・ｦ・・・ｯ・・・・・・ vs ・､ｪ・ｰ・""ｺ・・・ｸ 11/30(SAT))(FRI))/30(SAT)・",5136,89,1,0,64,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4JnAg0mQyV8,http://youtube.com/watch?v=4JnAg0mQyV8,,,,,,,,,2015-11-10T15:21:21Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2015 ・・・・・･・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""・ｳ・・ｿ・・・・・･・・ｼ!!ｪｪa.k.a・ｵ､・・・・ｨｲ・ｦｻ "" G",49457,256,4,0,34,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hFDyEQtRImg,http://youtube.com/watch?v=hFDyEQtRImg,,,,,,,,,2020-03-29T09:00:17Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC・・ｾ・ｳｶ vs ・・・・・・""UMB2014 GRANDCHAMPIONSHIP 12/30(TUE)・・ｿ・・・・・･",17609,258,3,0,70,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJy1-sCH2Ks,http://youtube.com/watch?v=HJy1-sCH2Ks,,,,,,,,,2020-04-26T10:00:17Z,UCLn8FintdYEDCSK6HaX5Q4g,"MC・・・・・・・・ｬ・・ｪa.k.a・ｵ､・・・・ｨｲ・ｦｻ """" 2020 4/266TUE)・・ｿ・・・・・･・・",8645,182,6,0,53,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Q-bwUBEThs,http://youtube.com/watch?v=1Q-bwUBEThs,,,,,,,,,2020-06-23T08:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""GOLBY vs ・ｼ・iva""MB2019 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/30(SAT)  ",6464,119,3,0,40,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9rgFf88WQxc,http://youtube.com/watch?v=9rgFf88WQxc,,,,,,,,,2020-05-20T08:00:03Z,UCLn8FintdYEDCSK6HaX5Q4g,"""guref vs ・・ｩ・・ｲ""2019 ・ｺｬ・・ｽ・ｺ・・・ｸ 11/24(SUN)  20",4833,84,2,0,35,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv7wfe9tezc,http://youtube.com/watch?v=xv7wfe9tezc,,,,,,,,,2020-03-29T08:00:12Z,UCLn8FintdYEDCSK6HaX5Q4g,"""DOTAMA vs MC・・・・・・・・ｬ・・ｪ""MB2017 GRAND CHAMPIONSHIP ・・・・・ｼ・・ｫ・・・・・・・・・・・ｼ・・ｸ・・ｧ・・ｳ 12/30(・・・)LL HD UMB2",157030,1630,101,0,952,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brvRcRhn3Ac,http://youtube.com/watch?v=brvRcRhn3Ac,,,,,,,,,2020-02-27T09:00:13Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SIMON JAP vs Rayzie-k"" UMB2014 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/02(SUN)",17312,223,6,0,117,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e5EgSq065w,http://youtube.com/watch?v=9e5EgSq065w,,,,,,,,,2020-04-24T10:00:15Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Jony the sonata vs MC・・・・・ｬ・・ｪ""7 THE CHOICE IS YOURS FULL HD 3/27(MON) #mcbattle #rap #umbb・・・)LL",14650,170,3,0,85,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZY06uBW3kv8,http://youtube.com/watch?v=ZY06uBW3kv8,,,,,,,,,2020-02-17T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2011 ・､ｧ・・ｪ・ｺ・・・ｸ  KBD vs peko,12095,164,2,0,35,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSmqRJdZtOY,http://youtube.com/watch?v=MSmqRJdZtOY,,,,,,,,,2020-03-04T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2011 ・・ｱ・ｺｬ・ｺ・・・ｸ  GOLBY vs ・・・・ｸｸ,6706,96,3,0,52,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9zNFQBzAk4,http://youtube.com/watch?v=Q9zNFQBzAk4,,,,,,,,,2015-05-14T04:31:54Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2015 ・ｲ｡・ｱｱ・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ"" ・・､・・ｳ・・ｿ・・・・・･・・ｼ!!bbattle #rap #umbb・・",91448,307,14,0,15,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7FpgwDqppY,http://youtube.com/watch?v=o7FpgwDqppY,,,,,,,,,2020-02-18T08:00:09Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・ vs ・ｯ・・・・・・・・・・""ｶ・ｺ・・・ｸ 12/2(SAT))Style & ・・､・・",12196,179,9,0,87,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eTVKQuEz-ts,http://youtube.com/watch?v=eTVKQuEz-ts,,,,,,,,,2019-12-13T12:54:58Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・､ｿ vs ・・・・・ｭ・・ｳ・・・・・､・・?""・ｺ・・・ｸ 7/22(SUN))& ・・､・・ｳ・・ｿ・・・",13189,135,4,0,65,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hvo6g7wSbEI,http://youtube.com/watch?v=Hvo6g7wSbEI,,,,,,,,,2015-12-08T19:27:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2015 ・･・・･・・ｷ・・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""・・ｿ・・・・・･・・ｼ!!bbat",58529,361,8,0,64,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3SAlY_qjEYY,http://youtube.com/watch?v=3SAlY_qjEYY,,,,,,,,,2020-02-23T09:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Raika vs shun-p"" FULL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE)",15276,202,5,0,112,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gAbTbocaA6U,http://youtube.com/watch?v=gAbTbocaA6U,,,,,,,,,2020-06-05T08:00:14Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｼ・iva vs ・・・・・・・・・aka・・・・・｣・・ｯ・・ｩ・・・・・ｩ・・ｯ""(SAT)ｼｼ!!bbattle #rap #umbb・・・)L",5445,61,2,0,63,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcmBKBwkilE,http://youtube.com/watch?v=dcmBKBwkilE,,,,,,,,,2020-06-28T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・ｹ・・ｪ・・・・・ｹ・・ｿ・・ｼ vs MC・ｾ・""・・ｸ 11/30(SAT))ｸ 11/30(SAT)ｼｼ!!b",5324,87,5,0,43,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uAmXoTkCZ2I,http://youtube.com/watch?v=uAmXoTkCZ2I,,,,,,,,,2020-03-26T09:00:25Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・ｰ・・ｭ・・・・・ｫ・・ｽ vs MC・・ｾ・ｳｶ""・・・ｸ 6/28 (SAT))ｸ 11/30(SAT)ｼｼ!!",4045,70,1,0,37,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IgQ6Zg7Yhv4,http://youtube.com/watch?v=IgQ6Zg7Yhv4,,,,,,,,,2019-12-24T11:35:53Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 ・ｲ・・ｸ・・ｺ・・・ｸ BATTLE highlight,7303,53,1,0,14,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6MeD3RvJRuE,http://youtube.com/watch?v=6MeD3RvJRuE,,,,,,,,,2020-06-13T10:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""KASCADE vs BOBO"" UMB2016 GRAND CHAMPIONSHIP FULL HD 12/30(FRI)",8482,149,2,0,73,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oNbknNSPugg,http://youtube.com/watch?v=oNbknNSPugg,,,,,,,,,2020-05-14T09:00:20Z,UCLn8FintdYEDCSK6HaX5Q4g,"・\・・・｢・・・・・・・・ｯ vs ・・・・・ｼ・・ｩ・・ｾ・・・""18(SAT))11/30(SAT)ｼｼ!!bbattle #",10074,168,12,0,167,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,http://youtube.com/watch?v=-P9Yvq2-cKU,,,,,,,,,2020-04-26T08:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・ｸ・・・ｫ・・ｫ・・・ vs CAMPANELLA""・･・ｺ・・・ｸ 10/5 (SUN))AT))11/30(S",11223,161,1,0,49,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tKHfVnqZN10,http://youtube.com/watch?v=tKHfVnqZN10,,,,,,,,,2015-12-24T16:11:40Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2015 REVENGE ・・・・・｣・・ｳ・・・・・ｪ・・ｳ"" Free Style & ・・､・・ｳ・・ｿ・・・・・･・・ｼ!!!tle #rap #umb",144839,323,8,0,83,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bbj8UdWZ3QU,http://youtube.com/watch?v=Bbj8UdWZ3QU,,,,,,,,,2020-04-01T10:00:05Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｩ・・ｲ vs MAC-T""2017 THE CHOICE IS YOURS 3/27(MON)SSty",15084,281,5,0,86,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPZRxs-jr34,http://youtube.com/watch?v=PPZRxs-jr34,,,,,,,,,2020-01-10T08:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2011 ・･・・・ｸ・ｺ・・・ｸ  CIMA vs・・・・・ｰ・・ｮ・・・・・ｼ・・・・・ｼ,10028,103,4,0,60,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X88gqR6LRiE,http://youtube.com/watch?v=X88gqR6LRiE,,,,,,,,,2020-06-21T08:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""S vs aqua"" UMB2019 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/30(SAT)",4316,83,2,0,47,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MamCnSE0CL8,http://youtube.com/watch?v=MamCnSE0CL8,,,,,,,,,2020-04-11T08:00:09Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・｣ｯ・・・ vs ・ｼｪ・・･・・・""RAND CHAMPIONSHIP 12/30(FRI)ee & ・・､・・",6559,82,3,0,46,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5p4NF2WYUaE,http://youtube.com/watch?v=5p4NF2WYUaE,,,,,,,,,2020-03-22T09:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""shun-p vs Y.A.S"" FULL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE) #mcbattle #rap #umb",9210,142,1,0,53,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
