,,s1,e1,s2,e2,s3,e3,s4,e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tX_QxaNqU4s,http://youtube.com/watch?v=tX_QxaNqU4s,https://youtu.be/tX_QxaNqU4s?t=25,https://youtu.be/tX_QxaNqU4s?t=184,https://youtu.be/tX_QxaNqU4s?t=236,https://youtu.be/tX_QxaNqU4s?t=397,,,,,2020-02-19T08:00:19Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｬ・・､ vs ・・・・・・・・ｫ・・ｽ""ｪ・ｺ・・・ｸ 6/25 (Sat))SHIP 12/30(TU",54366,825,18,0,256,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Acb0tUXTdA,http://youtube.com/watch?v=1Acb0tUXTdA,https://youtu.be/1Acb0tUXTdA?t=23,https://youtu.be/1Acb0tUXTdA?t=189,,,,,,,2020-06-07T09:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""adam vs MOL53"" UMB2016 ・ｮｮ・ｴ・・ｺ・・・ｸ 6/10(FRI)",21233,445,6,0,139,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tkfLzJjI6ho,http://youtube.com/watch?v=tkfLzJjI6ho,https://youtu.be/tkfLzJjI6ho?t=98,https://youtu.be/tkfLzJjI6ho?t=186,https://youtu.be/tkfLzJjI6ho?t=244,https://youtu.be/tkfLzJjI6ho?t=331,,,,,2020-03-29T11:00:30Z,UCLn8FintdYEDCSK6HaX5Q4g,""" MC・・・・・・・・ｬ・・ｪa.k.a・ｵ､・・・・ｨｲ・ｦｻ vs SKRYU"" GRAND CHAMPIONSHIP 12/30(SUN)00 GRAND CHAMPIO",195266,2988,37,0,672,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5yqLaPrCiNA,http://youtube.com/watch?v=5yqLaPrCiNA,https://youtu.be/5yqLaPrCiNA?t=106,https://youtu.be/5yqLaPrCiNA?t=259,,,,,,,2020-04-05T08:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Y.A.S vs ・・・・ｹｳ・､ｪ""011 GRAND CHAMPIONSHIP 12/30(FRI)) GRA",22892,546,6,0,117,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jrkrZU9DGEA,http://youtube.com/watch?v=jrkrZU9DGEA,https://youtu.be/jrkrZU9DGEA?t=113,https://youtu.be/jrkrZU9DGEA?t=239,https://youtu.be/jrkrZU9DGEA?t=324,https://youtu.be/jrkrZU9DGEA?t=448,https://youtu.be/jrkrZU9DGEA?t=513,https://youtu.be/jrkrZU9DGEA?t=646,https://youtu.be/jrkrZU9DGEA?t=718,https://youtu.be/jrkrZU9DGEA?t=832,2020-01-31T09:00:12Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｼｪ・・･・・・ vs JAKE""HD ULTIMATE MC BATTLE2017 THE CHOICE IS YOURS 3/27(MON))/30(S",155429,3128,39,0,551,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qsTjD0PHD98,http://youtube.com/watch?v=qsTjD0PHD98,https://youtu.be/qsTjD0PHD98?t=86,https://youtu.be/qsTjD0PHD98?t=170,,,,,,,2020-06-19T10:00:34Z,UCLn8FintdYEDCSK6HaX5Q4g,"""FEIDA-WAN vs JAG-ME"" UMB2018 THE CHOICE IS YOURS FULL HD 3/20(TUE)",22378,349,4,0,176,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_BIv2MRrL2w,http://youtube.com/watch?v=_BIv2MRrL2w,https://youtu.be/_BIv2MRrL2w?t=38,https://youtu.be/_BIv2MRrL2w?t=115,,,,,,,2020-04-19T08:00:24Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC・・・・・・・・ｬ・・ｪ vs SURRY""RAND CHAMPIONSHIP ・・・・・ｫHD 12/30(TUE))27(MON))/",57890,1655,10,0,438,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKA0CL5LwUs,http://youtube.com/watch?v=GKA0CL5LwUs,https://youtu.be/GKA0CL5LwUs?t=79,https://youtu.be/GKA0CL5LwUs?t=248,,,,,,,2020-02-16T08:00:05Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｵ・・・・・・・・・ vs ・・・・ｸ・・・ｫ・・ｫ・・・""CHAMPIONSHIP 12/30(・・・)))/30(SUN)00 GRAND CHAM",269959,2989,41,0,820,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTZtbUJlSzQ,http://youtube.com/watch?v=UTZtbUJlSzQ,https://youtu.be/UTZtbUJlSzQ?t=51,https://youtu.be/UTZtbUJlSzQ?t=131,,,,,,,2020-07-01T08:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""O-guy vs ・ｻ・・・ｿ""2019 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/30(SAT)GGRA",8528,191,2,0,126,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bUR6A9zfy1o,http://youtube.com/watch?v=bUR6A9zfy1o,https://youtu.be/bUR6A9zfy1o?t=20,https://youtu.be/bUR6A9zfy1o?t=181,,,,,,,2019-12-13T10:28:15Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｼｪ・・･・・・ vs VENOM""18 ・・・・・・・ｺ・・・ｸ 6/10(SUN)AAND C",20486,252,2,0,52,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Few-pE93xjY,http://youtube.com/watch?v=Few-pE93xjY,https://youtu.be/Few-pE93xjY?t=23,https://youtu.be/Few-pE93xjY?t=105,,,,,,,2020-02-11T08:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""R-・・・・ｮ・ vs ・・ｩ・・ｼ・・・""・・ｪ・ｺ・・・ｸ 6/25 (Sat)CCHAMPIONSHI",29240,454,9,0,103,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDfno15S0gI,http://youtube.com/watch?v=BDfno15S0gI,https://youtu.be/BDfno15S0gI?t=79,https://youtu.be/BDfno15S0gI?t=238,,,,,,,2019-12-17T13:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""BIG MOOLA vs R-・・・・ｮ・""013 ・､ｧ・・ｪ・ｺ・・・ｸ 6/29(SAT))CCHA",112441,815,11,0,213,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ob_FeOk2NCE,http://youtube.com/watch?v=ob_FeOk2NCE,https://youtu.be/ob_FeOk2NCE?t=43,https://youtu.be/ob_FeOk2NCE?t=128,,,,,,,2020-05-07T08:00:18Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｾ・・・・・・ｫ vs peko""9 ・､ｧ・・ｪ・ｺ・・・ｸ  5/18(SAT)TT))CCH",13641,184,6,0,78,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4YtweTi_6kY,http://youtube.com/watch?v=4YtweTi_6kY,https://youtu.be/4YtweTi_6kY?t=115,https://youtu.be/4YtweTi_6kY?t=279,https://youtu.be/4YtweTi_6kY?t=330,https://youtu.be/4YtweTi_6kY?t=460,,,,,2019-12-24T13:00:28Z,UCLn8FintdYEDCSK6HaX5Q4g,"""TKda・ｻ・・・ｶ・・｡ vs R-・・・・ｮ・""pening Game Special MatchSSHIP 12/30",293026,3181,47,0,510,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juHdFOfjuLg,http://youtube.com/watch?v=juHdFOfjuLg,https://youtu.be/juHdFOfjuLg?t=110,https://youtu.be/juHdFOfjuLg?t=196,,,,,,,2020-06-06T10:00:18Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｵ・・・・・・・・・ vs ・・､・・ｳ・・ｰ・・・・・・・・・・・・""ULL HD 12/30(FRI)UUN)00 GRAND CHAMPIONSHIPP",77709,1471,18,0,512,"2020/07/09 20:24
CqefTOQlysk",http://youtube.com/watch?v=CqefTOQlysk,,,,,,,,,2020-03-01T08:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Fugry vs DOTAMA"" FULL HD UMB2017 GRAND CHAMPIONSHIP 12/30(・・・)",46184,797,16,0,264,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GxSPGm21YZo,http://youtube.com/watch?v=GxSPGm21YZo,https://youtu.be/GxSPGm21YZo?t=100,https://youtu.be/GxSPGm21YZo?t=214,,,,,,,2020-02-21T09:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・｣・・・ｺ vs K-razy""L HD ULTIMATE MC BATTLE2017 THE CHOICE IS YOURS 3/27(MON)((FR",61865,1089,11,0,225,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qylhAKzXo0o,http://youtube.com/watch?v=qylhAKzXo0o,https://youtu.be/qylhAKzXo0o?t=38,https://youtu.be/qylhAKzXo0o?t=114,,,,,,,2019-12-17T13:00:19Z,UCLn8FintdYEDCSK6HaX5Q4g,""" R-・・・・ｮ・ vs name""013 ・､ｧ・・ｪ・ｺ・・・ｸ 6/29 (Sat)EE CH",33568,333,8,0,116,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loIVyywKlWY,http://youtube.com/watch?v=loIVyywKlWY,https://youtu.be/loIVyywKlWY?t=33,https://youtu.be/loIVyywKlWY?t=124,,,,,,,2020-06-26T08:00:09Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SHOHEI vs O-guy"" UMB2019 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/30(SAT)",9102,198,5,0,101,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U-rY2y1xPuM,http://youtube.com/watch?v=U-rY2y1xPuM,https://youtu.be/U-rY2y1xPuM?t=94,https://youtu.be/U-rY2y1xPuM?t=190,https://youtu.be/U-rY2y1xPuM?t=283,https://youtu.be/U-rY2y1xPuM?t=367,,,,,2020-05-23T08:00:15Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｦ・・ｸ・・・・・・ vs SAM""RAND CHAMPIONSHIP FULL HD 12/30(FRI)SS 3/27(MO",77213,1266,18,0,650,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QjageeuyCX8,http://youtube.com/watch?v=QjageeuyCX8,https://youtu.be/QjageeuyCX8?t=28,https://youtu.be/QjageeuyCX8?t=134,,,,,,,2019-12-29T09:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""AUTHORITY vs kei"" UMB2018 ・・・・｣ｮ・ｺ・・・ｸ 7/15(SUN)",24446,315,4,0,110,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5oICAAWsf7M,http://youtube.com/watch?v=5oICAAWsf7M,https://youtu.be/5oICAAWsf7M?t=34,https://youtu.be/5oICAAWsf7M?t=114,https://youtu.be/5oICAAWsf7M?t=192,https://youtu.be/5oICAAWsf7M?t=277,https://youtu.be/5oICAAWsf7M?t=363,https://youtu.be/5oICAAWsf7M?t=457,https://youtu.be/5oICAAWsf7M?t=550,https://youtu.be/5oICAAWsf7M?t=646,2019-08-09T06:32:48Z,UCLn8FintdYEDCSK6HaX5Q4g,"""god bless vs 4-kai"" UMB2019 ・･・・・ｯ・ｺ・・・ｸ BATTLE highlight Best16",34403,664,8,0,216,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ll4J1_yUOQ,http://youtube.com/watch?v=0ll4J1_yUOQ,https://youtu.be/0ll4J1_yUOQ?t=44,https://youtu.be/0ll4J1_yUOQ?t=129,,,,,,,2020-05-06T08:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・ｼ・・ｩ・・ｾ・・・ vs KZ""・・ｪ・ｺ・・・ｸ 5/18(SAT))ght Best16)",33297,524,18,0,703,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QBBvfWWkD1Q,http://youtube.com/watch?v=QBBvfWWkD1Q,https://youtu.be/QBBvfWWkD1Q?t=312,https://youtu.be/QBBvfWWkD1Q?t=480,,,,,,,2019-12-21T08:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""GOCCI vs BES"" UMB2007 GRAND CHAMPIONSHIP 12/29(SAT)",47195,766,6,0,282,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0utjmN9DhAI,http://youtube.com/watch?v=0utjmN9DhAI,n,,,,,,,,2020-04-17T10:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,ULTIMATE BATTLE  MIX Vol.1,133711,1970,32,0,609,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604Kt11oNNI,http://youtube.com/watch?v=604Kt11oNNI,https://youtu.be/604Kt11oNNI?t=103,https://youtu.be/604Kt11oNNI?t=192,,,,,,,2020-04-12T09:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""EVOL vs SAM"" FULL HD UMB2018 GRAND CHAMPIONSHIP 12/30(SUN)",65747,1098,16,0,313,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1SEuISFCQQ,http://youtube.com/watch?v=L1SEuISFCQQ,https://youtu.be/L1SEuISFCQQ?t=52,https://youtu.be/L1SEuISFCQQ?t=128,,,,,,,2020-03-08T08:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""NAIKA MC vs GOLBY"" UMB2011 GRAND CHAMPIONSHIP 12/30(FRI)",15013,163,1,0,85,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVO9_lc3OWc,http://youtube.com/watch?v=IVO9_lc3OWc,https://youtu.be/IVO9_lc3OWc?t=33,https://youtu.be/IVO9_lc3OWc?t=186,,,,,,,2019-12-08T02:23:38Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｯ・・ｪ・・ｳ vs ・・・・・・・・・""・ｺ・・・ｸ 5/4(FRI))I)))eest16))SS",13987,230,2,0,55,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENx8KY_YSlg,http://youtube.com/watch?v=ENx8KY_YSlg,https://youtu.be/ENx8KY_YSlg?t=48,https://youtu.be/ENx8KY_YSlg?t=136,,,,,,,2020-03-17T08:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SAM vs MAKA"" UMB2017 ・?・・・ｨ・ｺ・・・ｸ 7/15(SAT)",25636,470,3,0,94,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlDClZcPZHY,http://youtube.com/watch?v=PlDClZcPZHY,https://youtu.be/PlDClZcPZHY?t=130,https://youtu.be/PlDClZcPZHY?t=209,,,,,,,2020-02-11T09:00:10Z,UCLn8FintdYEDCSK6HaX5Q4g,"""R-・・・・ｮ・ vs MAC-T"" HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE))))SS",144317,1664,20,0,450,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9WuK__AwtWc,http://youtube.com/watch?v=9WuK__AwtWc,n,,,,,,,,2014-02-10T06:35:04Z,UCLn8FintdYEDCSK6HaX5Q4g,R-・・・・ｮ・  - R.I.P. / I'm a liar -,408373,1562,95,0,144,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOraR21M04U,http://youtube.com/watch?v=EOraR21M04U,https://youtu.be/EOraR21M04U?t=30,https://youtu.be/EOraR21M04U?t=170,,,,,,,2020-07-03T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC・・・・・ｬ・・ｪ a.k.a ・ｵ､・・・・ｨｲ・ｦｻ vs GOLBY""ｺｬ・ｺ・・・ｸ 11/30(SAT)((MON)((FRI)U",12800,227,3,0,85,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXzQUBSa_rE,http://youtube.com/watch?v=KXzQUBSa_rE,https://youtu.be/KXzQUBSa_rE?t=10,https://youtu.be/KXzQUBSa_rE?t=172,,,,,,,2019-10-16T02:39:53Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 ・･・・･・・ｷ・・ｺ・・・ｸ BATTLE highlight,28967,309,7,0,139,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mzpmrqI5t08,http://youtube.com/watch?v=mzpmrqI5t08,https://youtu.be/mzpmrqI5t08?t=24,https://youtu.be/mzpmrqI5t08?t=186,,,,,,,2020-06-13T09:00:18Z,UCLn8FintdYEDCSK6HaX5Q4g,"""NAGION vs ・・､・・ｳ・・ｰ・・・・・・・・・・・・""・・ｸ 10/2(SUN))/30(SAT)((MON)((F",7860,123,0,0,44,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBfzO6-_ff4,http://youtube.com/watch?v=GBfzO6-_ff4,https://youtu.be/GBfzO6-_ff4?t=81,https://youtu.be/GBfzO6-_ff4?t=248,https://youtu.be/GBfzO6-_ff4?t=294,https://youtu.be/GBfzO6-_ff4?t=427,,,,,2019-12-17T13:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""peko vs R-・・・・ｮ・""012 ・､ｧ・・ｪ・ｺ・・・ｸ 6/24(SUN)・・・・ｸ",174855,1986,17,0,240,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it0BIbqF-_0,http://youtube.com/watch?v=it0BIbqF-_0,https://youtu.be/it0BIbqF-_0?t=34,https://youtu.be/it0BIbqF-_0?t=120,https://youtu.be/it0BIbqF-_0?t=157,https://youtu.be/it0BIbqF-_0?t=287,,,,,2020-06-24T08:00:15Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・・・・・ vs MC・・・・・・・・ｬ・・ｪ a.k.a ・ｵ､・・・・ｨｲ・ｦｻ""30(SAT))FRI)UUN)00 GRAND CHAMPIO",37645,564,15,0,363,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gPjPPDybIdg,http://youtube.com/watch?v=gPjPPDybIdg,https://youtu.be/gPjPPDybIdg?t=31,https://youtu.be/gPjPPDybIdg?t=121,,,,,,,2020-05-14T08:00:14Z,UCLn8FintdYEDCSK6HaX5Q4g,"・\・・・・・・ｹ・・・・・ｪ・・ｪ vs TERU""ｪ・ｺ・・・ｸ 5/18(SAT))ｱ・ｺｬ・ｺ・・・ｸ 11",14709,282,8,0,131,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S9jbdf06cA8,http://youtube.com/watch?v=S9jbdf06cA8,https://youtu.be/S9jbdf06cA8?t=98,https://youtu.be/S9jbdf06cA8?t=214,https://youtu.be/S9jbdf06cA8?t=275,https://youtu.be/S9jbdf06cA8?t=407,,,,,2020-04-10T10:00:31Z,UCLn8FintdYEDCSK6HaX5Q4g,"""adam vs D.D.S"" FULL HD UMB2017 THE CHOICE IS YOURS 3/27(MON)",67057,1368,17,0,368,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oFedFEDmgWI,http://youtube.com/watch?v=oFedFEDmgWI,n,,,,,,,,2020-05-23T09:00:30Z,UCLn8FintdYEDCSK6HaX5Q4g,ULTIMATE BATTLE MIX Vol.3,55764,846,17,0,394,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8I2EArXmKCI,http://youtube.com/watch?v=8I2EArXmKCI,https://youtu.be/8I2EArXmKCI?t=52,https://youtu.be/8I2EArXmKCI?t=137,,,,,,,2020-02-01T09:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・｣ｸ・ｭｦ vs ・ｼｪ・・･・・・"" GRAND CHAMPIONSHIP 12/30(FRI)))ｬｬ・ｺ・・",18121,245,3,0,62,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nfLsloa2xbQ,http://youtube.com/watch?v=nfLsloa2xbQ,n,,,,,,,,2019-06-18T07:07:07Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 7.10 RELEASE THE CHOICE IS YOURS VOL.3 DVD Trailer,151684,1325,31,0,448,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2vHQPGHFZ8,http://youtube.com/watch?v=Q2vHQPGHFZ8,https://youtu.be/Q2vHQPGHFZ8?t=77,https://youtu.be/Q2vHQPGHFZ8?t=160,,,,,,,2020-02-25T09:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｿ・・ｫ・・・・・ｮ vs MC・・・・・・・・ｬ・・ｪa.k.a・ｵ､・・・・ｨｲ・ｦｻ""02(SUN)RRI)UUN)00 GRAND CHAMPION",15706,235,5,0,93,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKvb6OAXiLc,http://youtube.com/watch?v=TKvb6OAXiLc,https://youtu.be/TKvb6OAXiLc?t=37,https://youtu.be/TKvb6OAXiLc?t=131,,,,,,,2020-05-05T08:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""TERU vs MC frog"" UMB2019 ・､ｧ・・ｪ・ｺ・・・ｸ  5/18(SAT)",17036,316,6,0,155,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gUYMg7pl4Iw,http://youtube.com/watch?v=gUYMg7pl4Iw,https://youtu.be/gUYMg7pl4Iw?t=57,https://youtu.be/gUYMg7pl4Iw?t=152,,,,,,,2020-05-04T08:00:15Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・・・・・ vs Scooby J""・､ｧ・・ｪ・ｺ・・・ｸ  5/18(SAT)44 ・・ｱ・ｺｬ",30242,482,9,0,180,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yjZkluMUnLc,http://youtube.com/watch?v=yjZkluMUnLc,n,,,,,,,,2016-03-28T05:07:43Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2015 FINAL DVD TRAILER vol.2,457196,1481,75,0,298,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
